date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
2023-08-11,20:00 (18:00),Premier League,Matchweek 4,Fri,Away,L,2,3,Ural,63.0,19385,Georgi Dzhikiya,4-2-3-1,4-4-2,Kirill Levnikov,Match Report,,11,5,,0,0,2023,Spartak Moscow,,
2023-08-20,19:30,Premier League,Matchweek 5,Sun,Home,L,1,3,Zenit,52.0,33852,Georgi Dzhikiya,4-3-3,4-3-3,Sergey Karasev,Match Report,,14,4,,0,0,2023,Spartak Moscow,,
2023-08-26,19:30,Premier League,Matchweek 6,Sat,Home,D,0,0,Akhmat Grozny,62.0,12086,Georgi Dzhikiya,4-3-3,4-2-3-1,Rafael Shafeev,Match Report,,16,6,,0,0,2023,Spartak Moscow,,
2023-09-02,20:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Krasnodar,53.0,32766,Georgi Dzhikiya,4-2-3-1,4-3-3,Aleksey Sukhoy,Match Report,,11,4,,0,0,2023,Spartak Moscow,,
2023-09-16,20:00 (19:00),Premier League,Matchweek 8,Sat,Home,W,1,0,Sochi,69.0,8760,Roman Zobnin,4-2-3-1,3-4-3,Artem Chistyakov,Match Report,,17,7,,0,0,2023,Spartak Moscow,,
2023-09-23,19:00,Premier League,Matchweek 9,Sat,Home,W,1,0,Dynamo Mosc,55.0,19025,Quincy Promes,4-3-3,4-4-2,Pavel Kukuyan,Match Report,,18,7,,0,0,2023,Spartak Moscow,,
2023-10-01,17:30 (16:30),Premier League,Matchweek 10,Sun,Away,L,0,4,Samara,69.0,23225,Roman Zobnin,4-3-3,4-2-3-1,Rafael Shafeev,Match Report,,15,3,,0,0,2023,Spartak Moscow,,
2023-10-08,19:00,Premier League,Matchweek 11,Sun,Home,D,2,2,CSKA Moscow,60.0,25245,Quincy Promes,4-3-3,4-3-3,Kirill Levnikov,Match Report,,10,4,,0,0,2023,Spartak Moscow,,
2023-10-22,14:00,Premier League,Matchweek 12,Sun,Home,W,2,0,Nizhny Novgorod,67.0,10201,Quincy Promes,4-3-3,5-3-2,Aleksey Amelin,Match Report,,23,11,,0,0,2023,Spartak Moscow,,
2023-10-28,14:00,Premier League,Matchweek 13,Sat,Away,L,0,2,Fakel Voronezh,54.0,11612,Aleksandr Maksimenko,4-3-3,4-1-3-2,Vladislav Bezborodov,Match Report,,9,2,,0,0,2023,Spartak Moscow,,
2023-11-05,19:30,Premier League,Matchweek 14,Sun,Away,D,1,1,Loko Moscow,53.0,14523,Quincy Promes,4-2-3-1,4-2-3-1,Pavel Kukuyan,Match Report,,12,2,,0,0,2023,Spartak Moscow,,
2023-11-12,19:30,Premier League,Matchweek 15,Sun,Home,W,2,1,Rostov,53.0,10517,Roman Zobnin,4-2-3-1,4-3-3,Kirill Levnikov,Match Report,,11,3,,0,0,2023,Spartak Moscow,,
2023-11-25,18:45 (19:45),Premier League,Matchweek 16,Sat,Away,W,2,0,FC Baltika Kaliningrad,47.0,16267,Quincy Promes,4-4-2,5-3-2,Rafael Shafeev,Match Report,,15,6,,0,0,2023,Spartak Moscow,,
2023-12-03,19:00,Premier League,Matchweek 17,Sun,Away,L,1,2,Akhmat Grozny,64.0,4643,Quincy Promes,4-4-2,4-2-3-1,Evgeny Kukulyak,Match Report,,12,4,,0,0,2023,Spartak Moscow,,
2023-12-09,14:00,Premier League,Matchweek 18,Sat,Home,W,3,0,Samara,43.0,7217,Quincy Promes,4-4-2,4-2-3-1,Pavel Kukuyan,Match Report,,15,7,,0,0,2023,Spartak Moscow,,
2024-03-02,19:30,Premier League,Matchweek 19,Sat,Away,D,0,0,Zenit,38.0,57858,Roman Zobnin,4-4-2,4-3-3,Sergey Karasev,Match Report,,11,3,,0,0,2023,Spartak Moscow,,
2024-03-10,19:00,Premier League,Matchweek 20,Sun,Home,L,0,2,Fakel Voronezh,68.0,11640,Roman Zobnin,4-4-2,4-1-4-1,Artem Lyubimov,Match Report,,18,6,,0,0,2023,Spartak Moscow,,
2024-03-30,19:00,Premier League,Matchweek 22,Sat,Home,D,0,0,Ural,60.0,8554,Roman Zobnin,4-4-2,3-4-3,Vladimir Moskalev,Match Report,,21,10,,0,0,2023,Spartak Moscow,,
2024-04-07,19:30,Premier League,Matchweek 23,Sun,Away,W,2,1,Dynamo Mosc,56.0,18072,Roman Zobnin,4-4-2,4-3-3,Kirill Levnikov,Match Report,,10,6,,0,0,2023,Spartak Moscow,,
2024-04-13,14:00,Premier League,Matchweek 24,Sat,Away,L,0,1,Sochi,52.0,8855,Aleksandr Sobolev,4-4-2,4-3-3,Rafael Shafeev,Match Report,,12,4,,0,0,2023,Spartak Moscow,,
2024-04-21,20:30,Premier League,Matchweek 25,Sun,Away,W,5,1,Rostov,46.0,30593,Aleksandr Maksimenko,3-4-3,4-3-3,Vladimir Moskalev,Match Report,,15,6,,1,1,2023,Spartak Moscow,,
2024-04-25,20:30,Premier League,Matchweek 21,Thu,Away,D,0,0,CSKA Moscow,54.0,18495,Aleksandr Sobolev,3-4-3,3-4-3,Vasiliy Kazartsev,Match Report,,7,3,,0,0,2023,Spartak Moscow,,
2024-04-28,16:15,Premier League,Matchweek 26,Sun,Home,W,3,2,Loko Moscow,50.0,20016,Roman Zobnin,4-2-3-1,4-2-3-1,Kirill Levnikov,Match Report,,22,7,,1,1,2023,Spartak Moscow,,
2024-05-05,19:00,Premier League,Matchweek 27,Sun,Away,D,0,0,Nizhny Novgorod,77.0,13233,Roman Zobnin,3-4-3,5-3-2,Pavel Shadykhanov,Match Report,,21,7,,0,0,2023,Spartak Moscow,,
2024-05-11,16:30,Premier League,Matchweek 28,Sat,Home,W,1,0,Krasnodar,44.0,21843,Roman Zobnin,3-4-1-2,4-2-3-1,Artem Chistyakov,Match Report,,10,3,,0,0,2023,Spartak Moscow,,
2024-05-19,14:15,Premier League,Matchweek 29,Sun,Home,W,3,1,Rubin Kazan,52.0,17881,Georgi Dzhikiya,3-4-1-2,3-4-3,Vladimir Moskalev,Match Report,,8,7,,0,0,2023,Spartak Moscow,,
2024-05-25,18:30 (16:30),Premier League,Matchweek 30,Sat,Away,D,0,0,Orenburg,,8076,Aleksandr Maksimenko,3-4-1-2,4-3-3,Sergey Ivanov,Match Report,,0,0,,0,0,2023,Spartak Moscow,,
2023-07-22,15:00 (13:00),Premier League,Matchweek 1,Sat,Away,L,1,2,Ural,66,13525,Igor Akinfeev,3-4-3,4-2-3-1,Aleksey Amelin,Match Report,,8,3,,0,0,2023,CSKA Moscow,,
2023-07-30,20:00,Premier League,Matchweek 2,Sun,Away,W,3,2,Akhmat Grozny,60,5612,Igor Akinfeev,3-4-3,4-4-2,Vladislav Bezborodov,Match Report,,11,6,,3,3,2023,CSKA Moscow,,
2023-08-05,20:00,Premier League,Matchweek 3,Sat,Home,W,4,1,Loko Moscow,42,12560,Igor Akinfeev,3-4-3,4-2-3-1,Kirill Levnikov,Match Report,,15,6,,1,1,2023,CSKA Moscow,,
2023-08-13,20:00,Premier League,Matchweek 4,Sun,Home,W,3,1,Sochi,53,7150,Kirill Nababkin,3-4-3,3-4-3,Artem Chistyakov,Match Report,,18,7,,0,0,2023,CSKA Moscow,,
2023-08-19,15:00,Premier League,Matchweek 5,Sat,Away,L,1,2,Dynamo Mosc,47,18584,Kirill Nababkin,3-4-3,4-2-3-1,Pavel Kukuyan,Match Report,,16,7,,0,0,2023,CSKA Moscow,,
2023-08-25,19:30 (17:30),Premier League,Matchweek 6,Fri,Away,D,1,1,Orenburg,41,4283,Kirill Nababkin,3-4-3,4-3-3,Kirill Levnikov,Match Report,,5,1,,0,0,2023,CSKA Moscow,,
2023-09-03,17:30,Premier League,Matchweek 7,Sun,Home,D,1,1,Zenit,29,20947,Igor Akinfeev,3-4-3,5-3-2,Pavel Kukuyan,Match Report,,4,1,,0,0,2023,CSKA Moscow,,
2023-09-16,14:00,Premier League,Matchweek 8,Sat,Home,D,2,2,Samara,52,8109,Igor Akinfeev,3-4-3,4-2-3-1,Artem Lyubimov,Match Report,,16,6,,1,1,2023,CSKA Moscow,,
2023-09-24,19:00,Premier League,Matchweek 9,Sun,Away,D,3,3,Rostov,51,15050,Igor Akinfeev,3-4-3,4-3-3,Sergey Karasev,Match Report,,15,4,,0,0,2023,CSKA Moscow,,
2023-09-30,19:00,Premier League,Matchweek 10,Sat,Home,W,1,0,FC Baltika Kaliningrad,54,8135,Igor Akinfeev,4-3-3,5-3-2,Yan Bobrovskiy,Match Report,,13,3,,0,0,2023,CSKA Moscow,,
2023-10-08,19:00,Premier League,Matchweek 11,Sun,Away,D,2,2,Spartak Moscow,41,25245,Igor Akinfeev,4-3-3,4-3-3,Kirill Levnikov,Match Report,,12,5,,0,0,2023,CSKA Moscow,,
2023-10-21,14:00,Premier League,Matchweek 12,Sat,Away,D,0,0,Rubin Kazan,58,6899,Igor Akinfeev,4-3-3,5-4-1,Pavel Kukuyan,Match Report,,11,2,,0,0,2023,CSKA Moscow,,
2023-10-29,19:30,Premier League,Matchweek 13,Sun,Home,W,1,0,Krasnodar,39,10777,Igor Akinfeev,3-4-3,4-3-3,Kirill Levnikov,Match Report,,9,6,,0,0,2023,CSKA Moscow,,
2023-11-05,16:30,Premier League,Matchweek 14,Sun,Home,W,3,2,Nizhny Novgorod,62,6096,Igor Akinfeev,3-4-3,5-3-2,Vladimir Moskalev,Match Report,,13,7,,0,0,2023,CSKA Moscow,,
2023-11-11,14:00,Premier League,Matchweek 15,Sat,Away,D,1,1,Fakel Voronezh,39,13454,Igor Akinfeev,3-4-3,4-4-2,Aleksey Sukhoy,Match Report,,7,2,,0,0,2023,CSKA Moscow,,
2023-11-25,17:30,Premier League,Matchweek 16,Sat,Home,L,2,3,Dynamo Mosc,55,8423,Igor Akinfeev,3-4-3,4-2-3-1,Sergey Karasev,Match Report,,20,6,,0,0,2023,CSKA Moscow,,
2023-12-03,14:00,Premier League,Matchweek 17,Sun,Home,W,2,0,Rostov,46,4791,Igor Akinfeev,3-4-3,4-3-3,Rafael Shafeev,Match Report,,10,5,,1,1,2023,CSKA Moscow,,
2023-12-10,19:45,Premier League,Matchweek 18,Sun,Away,L,0,1,Krasnodar,49,32793,Igor Akinfeev,3-4-3,5-3-2,Sergey Karasev,Match Report,,17,6,,0,0,2023,CSKA Moscow,,
2024-03-02,14:00,Premier League,Matchweek 19,Sat,Home,D,1,1,Orenburg,52,6144,Igor Akinfeev,3-4-3,4-3-3,Sergey Ivanov,Match Report,,16,7,,0,0,2023,CSKA Moscow,,
2024-03-08,15:00 (14:00),Premier League,Matchweek 20,Fri,Away,W,2,0,Samara,40,8278,Igor Akinfeev,3-4-3,4-4-2,Vitaly Meshkov,Match Report,,14,7,,0,0,2023,CSKA Moscow,,
2024-03-30,17:30 (16:30),Premier League,Matchweek 22,Sat,Away,D,2,2,Sochi,41,5681,Igor Akinfeev,3-4-3,4-3-3,Vasiliy Kazartsev,Match Report,,13,3,,0,0,2023,CSKA Moscow,,
2024-04-07,14:00,Premier League,Matchweek 23,Sun,Home,W,4,1,Fakel Voronezh,50,8778,Igor Akinfeev,3-4-3,4-4-2,Pavel Shadykhanov,Match Report,,23,8,,0,0,2023,CSKA Moscow,,
2024-04-13,19:30,Premier League,Matchweek 24,Sat,Away,D,3,3,Loko Moscow,45,15070,Igor Akinfeev,3-4-3,4-2-3-1,Sergey Karasev,Match Report,,16,9,,0,0,2023,CSKA Moscow,,
2024-04-20,19:30,Premier League,Matchweek 25,Sat,Home,L,1,2,Akhmat Grozny,53,6980,Willyan,3-4-3,5-3-2,Rafael Shafeev,Match Report,,8,2,,1,1,2023,CSKA Moscow,,
2024-04-25,20:30,Premier League,Matchweek 21,Thu,Home,D,0,0,Spartak Moscow,46,18495,Igor Akinfeev,3-4-3,3-4-3,Vasiliy Kazartsev,Match Report,,9,2,,0,0,2023,CSKA Moscow,,
2024-04-28,20:30 (21:30),Premier League,Matchweek 26,Sun,Away,L,1,3,FC Baltika Kaliningrad,60,14046,Igor Akinfeev,3-4-3,3-4-3,Yan Bobrovskiy,Match Report,,18,7,,0,0,2023,CSKA Moscow,,
2024-05-06,20:30,Premier League,Matchweek 27,Mon,Home,D,2,2,Rubin Kazan,61,5740,Igor Akinfeev,3-4-3,3-4-3,Vladislav Bezborodov,Match Report,,15,7,,0,0,2023,CSKA Moscow,,
2024-05-11,19:00,Premier League,Matchweek 28,Sat,Away,W,1,0,Zenit,32,33027,Willyan,3-4-3,4-4-2,Sergey Ivanov,Match Report,,7,1,,1,1,2023,CSKA Moscow,,
2024-05-20,20:00,Premier League,Matchweek 29,Mon,Away,W,6,2,Nizhny Novgorod,47,13361,Igor Akinfeev,3-4-3,3-4-3,Vasiliy Kazartsev,Match Report,,14,9,,0,0,2023,CSKA Moscow,,
2024-05-25,16:30,Premier League,Matchweek 30,Sat,Home,W,2,0,Ural,52,10432,Igor Akinfeev,3-4-3,4-3-3,Yan Bobrovskiy,Match Report,,17,9,,0,0,2023,CSKA Moscow,,
2023-07-23,20:00,Premier League,Matchweek 1,Sun,Home,W,2,1,Fakel Voronezh,64,11020,Danil Glebov,4-3-3,3-5-2,Pavel Shadykhanov,Match Report,,16,6,,0,0,2023,Rostov,,
2023-07-29,20:00,Premier League,Matchweek 2,Sat,Home,D,1,1,Zenit,52,16413,Danil Glebov,4-3-3,4-3-3,Evgeny Kukulyak,Match Report,,13,4,,1,1,2023,Rostov,,
2023-08-05,16:00 (15:00),Premier League,Matchweek 3,Sat,Away,L,1,5,Samara,65,6125,Danil Glebov,4-3-3,4-2-3-1,Sergey Karasev,Match Report,,15,5,,0,0,2023,Rostov,,
2023-08-12,20:00,Premier League,Matchweek 4,Sat,Home,W,3,0,Rubin Kazan,47,10328,Danil Glebov,5-4-1,5-3-2,Aleksey Eskov,Match Report,,14,9,,0,0,2023,Rostov,,
2023-08-19,20:00,Premier League,Matchweek 5,Sat,Away,L,0,4,Sochi,51,6299,Danil Glebov,4-3-3,3-4-3,Roman,Match Report,,11,2,,0,0,2023,Rostov,,
2023-08-26,20:00,Premier League,Matchweek 6,Sat,Away,L,0,1,Nizhny Novgorod,62,6697,Danil Glebov,4-3-3,5-3-2,Sergei Cheban,Match Report,,10,0,,0,0,2023,Rostov,,
2023-09-03,20:00,Premier League,Matchweek 7,Sun,Home,L,1,2,Dynamo Mosc,50,11001,Danil Glebov,4-3-3,4-2-3-1,Vasiliy Kazartsev,Match Report,,14,4,,0,0,2023,Rostov,,
2023-09-16,20:15 (21:15),Premier League,Matchweek 8,Sat,Away,D,2,2,FC Baltika Kaliningrad,50,11712,Danil Glebov,4-3-3,5-3-2,Evgeny Turbin,Match Report,,13,7,,0,0,2023,Rostov,,
2023-09-24,19:00,Premier League,Matchweek 9,Sun,Home,D,3,3,CSKA Moscow,49,15050,Danil Glebov,4-3-3,3-4-3,Sergey Karasev,Match Report,,19,5,,0,0,2023,Rostov,,
2023-09-29,19:00,Premier League,Matchweek 10,Fri,Home,D,2,2,Ural,63,7856,Danil Glebov,4-3-3,4-3-3,Roman,Match Report,,21,5,,1,1,2023,Rostov,,
2023-10-07,19:00,Premier League,Matchweek 11,Sat,Away,L,2,3,Krasnodar,51,27375,Danil Glebov,4-3-3,4-1-4-1,Rafael Shafeev,Match Report,,7,3,,0,0,2023,Rostov,,
2023-10-22,19:00,Premier League,Matchweek 12,Sun,Home,W,3,0,Akhmat Grozny,49,8707,Danil Glebov,4-3-3,4-3-3,Kirill Levnikov,Match Report,,20,4,,1,1,2023,Rostov,,
2023-10-28,16:30,Premier League,Matchweek 13,Sat,Home,W,1,0,Loko Moscow,52,11847,Danil Glebov,4-3-3,4-2-3-1,Aleksey Sukhoy,Match Report,,16,5,,0,0,2023,Rostov,,
2023-11-06,16:00 (14:00),Premier League,Matchweek 14,Mon,Away,D,1,1,Orenburg,58,3256,Danil Glebov,4-3-3,4-1-4-1,Roman Safyan,Match Report,,19,7,,0,1,2023,Rostov,,
2023-11-12,19:30,Premier League,Matchweek 15,Sun,Away,L,1,2,Spartak Moscow,47,10517,Danil Glebov,4-3-3,4-2-3-1,Kirill Levnikov,Match Report,,14,6,,1,1,2023,Rostov,,
2023-11-26,19:00,Premier League,Matchweek 16,Sun,Home,W,1,0,Nizhny Novgorod,66,6941,Danil Glebov,4-3-3,5-3-2,Yan Bobrovskiy,Match Report,,10,3,,1,1,2023,Rostov,,
2023-12-03,14:00,Premier League,Matchweek 17,Sun,Away,L,0,2,CSKA Moscow,54,4791,Danil Glebov,4-3-3,3-4-3,Rafael Shafeev,Match Report,,8,5,,0,0,2023,Rostov,,
2023-12-09,16:30,Premier League,Matchweek 18,Sat,Away,D,0,0,Akhmat Grozny,59,5091,Danil Glebov,4-3-3,4-2-3-1,Yan Bobrovskiy,Match Report,,12,1,,0,0,2023,Rostov,,
2024-03-01,19:00,Premier League,Matchweek 19,Fri,Home,W,2,0,Samara,52,8850,Danil Glebov,4-3-3,4-2-3-1,Evgeny Kukulyak,Match Report,,14,4,,0,0,2023,Rostov,,
2024-03-08,18:30,Premier League,Matchweek 20,Fri,Home,W,2,1,Krasnodar,50,16668,Danil Glebov,4-3-3,3-4-3,Vasiliy Kazartsev,Match Report,,18,8,,0,0,2023,Rostov,,
2024-03-29,19:30,Premier League,Matchweek 22,Fri,Away,W,4,1,Dynamo Mosc,45,8052,Danil Glebov,4-3-3,4-3-3,Pavel Kukuyan,Match Report,,16,7,,0,0,2023,Rostov,,
2024-04-06,20:00,Premier League,Matchweek 23,Sat,Home,D,2,2,Sochi,52,13770,Danil Glebov,4-3-3,4-3-3,Evgeny Kukulyak,Match Report,,19,9,,0,0,2023,Rostov,,
2024-04-14,16:45,Premier League,Matchweek 24,Sun,Away,W,1,0,Fakel Voronezh,59,13744,Danil Glebov,4-3-3,4-4-2,Artem Lyubimov,Match Report,,17,5,,0,0,2023,Rostov,,
2024-04-21,20:30,Premier League,Matchweek 25,Sun,Home,L,1,5,Spartak Moscow,54,30593,Danil Glebov,4-3-3,3-4-3,Vladimir Moskalev,Match Report,,15,3,,0,0,2023,Rostov,,
2024-04-25,18:00 (16:00),Premier League,Matchweek 21,Thu,Away,W,1,0,Ural,49,5069,Danil Glebov,4-3-3,4-4-2,Aleksey Sukhoy,Match Report,,8,2,,0,0,2023,Rostov,,
2024-04-29,19:45,Premier League,Matchweek 26,Mon,Home,W,2,1,Orenburg,65,10209,Danil Glebov,4-3-3,4-3-3,Sergei Cheban,Match Report,,23,7,,0,0,2023,Rostov,,
2024-05-06,20:30,Premier League,Matchweek 27,Mon,Away,L,0,1,Loko Moscow,61,6611,Danil Glebov,4-3-3,4-3-3,Pavel Kukuyan,Match Report,,12,1,,0,0,2023,Rostov,,
2024-05-11,14:00,Premier League,Matchweek 28,Sat,Away,L,1,3,Rubin Kazan,65,5666,Danil Glebov,4-3-3,3-4-3,Artem Lyubimov,Match Report,,7,3,,0,1,2023,Rostov,,
2024-05-19,16:30,Premier League,Matchweek 29,Sun,Home,W,2,1,FC Baltika Kaliningrad,57,12455,Danil Glebov,4-3-3,3-4-3,Kirill Levnikov,Match Report,,20,11,,0,0,2023,Rostov,,
2024-05-25,16:30,Premier League,Matchweek 30,Sat,Away,L,1,2,Zenit,49,36456,Danil Glebov,4-3-3,4-4-2,Vitaly Meshkov,Match Report,,7,3,,0,0,2023,Rostov,,
2023-07-22,17:30,Premier League,Matchweek 1,Sat,Away,D,2,2,Loko Moscow,44,6721,Alyaksandr Martynovich,3-5-2,4-2-3-1,Vladislav Bezborodov,Match Report,,19,7,,0,0,2023,Rubin Kazan,,
2023-07-30,15:00,Premier League,Matchweek 2,Sun,Home,D,1,1,Orenburg,36,4822,Alyaksandr Martynovich,4-4-2,4-3-3,Vitaly Meshkov,Match Report,,8,3,,0,0,2023,Rubin Kazan,,
2023-08-05,17:30,Premier League,Matchweek 3,Sat,Home,L,1,4,Spartak Moscow,42,17806,Alyaksandr Martynovich,3-5-2,4-1-4-1,Evgeny Kukulyak,Match Report,,15,3,,0,0,2023,Rubin Kazan,,
2023-08-12,20:00,Premier League,Matchweek 4,Sat,Away,L,0,3,Rostov,53,10328,Alyaksandr Martynovich,5-3-2,5-4-1,Aleksey Eskov,Match Report,,10,2,,0,0,2023,Rubin Kazan,,
2023-08-18,19:30,Premier League,Matchweek 5,Fri,Home,W,2,1,Samara,41,5575,Alyaksandr Martynovich,5-3-2,4-2-3-1,Sergey Cyganok,Match Report,,9,4,,0,1,2023,Rubin Kazan,,
2023-08-26,17:30,Premier League,Matchweek 6,Sat,Home,D,2,2,Dynamo Mosc,57,6948,Alyaksandr Martynovich,3-5-2,4-2-3-1,Sergey Karasev,Match Report,,12,7,,1,1,2023,Rubin Kazan,,
2023-09-02,15:15,Premier League,Matchweek 7,Sat,Away,L,1,2,Nizhny Novgorod,64,7374,Alyaksandr Martynovich,5-3-2,5-3-2,Roman Safyan,Match Report,,24,7,,0,0,2023,Rubin Kazan,,
2023-09-17,16:30,Premier League,Matchweek 8,Sun,Home,L,0,3,Zenit,39,10429,Igor Vujačić,5-3-2,4-3-3,Rafael Shafeev,Match Report,,12,2,,0,0,2023,Rubin Kazan,,
2023-09-25,19:00,Premier League,Matchweek 9,Mon,Away,W,1,0,Fakel Voronezh,48,11763,Alyaksandr Martynovich,5-3-2,4-2-3-1,Kirill Levnikov,Match Report,,13,5,,0,0,2023,Rubin Kazan,,
2023-09-30,16:30,Premier League,Matchweek 10,Sat,Home,L,0,2,Krasnodar,48,5557,Dmitri Kabutov,3-4-3,4-3-3,Sergei Cheban,Match Report,,15,3,,0,0,2023,Rubin Kazan,,
2023-10-08,19:00,Premier League,Matchweek 11,Sun,Away,W,1,0,Akhmat Grozny,37,5104,Igor Vujačić,5-4-1,4-3-3,Aleksey Sukhoy,Match Report,,11,6,,0,0,2023,Rubin Kazan,,
2023-10-21,14:00,Premier League,Matchweek 12,Sat,Home,D,0,0,CSKA Moscow,42,6899,Igor Vujačić,5-4-1,4-3-3,Pavel Kukuyan,Match Report,,10,3,,0,0,2023,Rubin Kazan,,
2023-10-27,19:00,Premier League,Matchweek 13,Fri,Home,W,1,0,FC Baltika Kaliningrad,58,2832,Alyaksandr Martynovich,3-4-3,5-3-2,Yan Bobrovskiy,Match Report,,14,4,,0,0,2023,Rubin Kazan,,
2023-11-06,18:30 (16:30),Premier League,Matchweek 14,Mon,Away,W,1,0,Ural,33,4829,Igor Vujačić,5-4-1,4-2-3-1,Vasiliy Kazartsev,Match Report,,6,2,,0,0,2023,Rubin Kazan,,
2023-11-12,20:00 (19:00),Premier League,Matchweek 15,Sun,Away,W,2,0,Sochi,46,2992,Igor Vujačić,5-4-1,3-4-3,Sergey Tsyganok,Match Report,,15,4,,0,0,2023,Rubin Kazan,,
2023-11-26,16:30,Premier League,Matchweek 16,Sun,Home,W,1,0,Fakel Voronezh,43,3725,Alyaksandr Martynovich,5-4-1,4-4-2,Evgeny Kukulyak,Match Report,,12,7,,0,0,2023,Rubin Kazan,,
2023-12-04,19:30,Premier League,Matchweek 17,Mon,Away,L,0,1,Dynamo Mosc,47,5138,Alyaksandr Martynovich,3-4-3,4-3-3,Sergey Cyganok,Match Report,,13,3,,0,0,2023,Rubin Kazan,,
2023-12-10,18:45 (19:45),Premier League,Matchweek 18,Sun,Away,W,1,0,FC Baltika Kaliningrad,44,6099,Alyaksandr Martynovich,3-4-3,3-4-3,Vladislav Bezborodov,Match Report,,10,6,,0,0,2023,Rubin Kazan,,
2024-03-02,16:30,Premier League,Matchweek 19,Sat,Away,D,1,1,Krasnodar,43,27019,Igor Vujačić,5-4-1,4-3-3,Aleksey Sukhoy,Match Report,,12,6,,0,0,2023,Rubin Kazan,,
2024-03-09,16:30,Premier League,Matchweek 20,Sat,Home,L,0,1,Nizhny Novgorod,68,6595,Igor Vujačić,3-4-3,5-3-2,Sergey Tsyganok,Match Report,,10,3,,0,0,2023,Rubin Kazan,,
2024-03-31,16:30,Premier League,Matchweek 22,Sun,Home,W,2,1,Akhmat Grozny,46,5024,Igor Vujačić,3-4-3,3-4-3,Vitaly Meshkov,Match Report,,11,2,,0,0,2023,Rubin Kazan,,
2024-04-08,19:00 (17:00),Premier League,Matchweek 23,Mon,Away,L,0,3,Orenburg,45,3510,Igor Vujačić,3-4-3,4-3-3,Vladislav Bezborodov,Match Report,,7,1,,0,0,2023,Rubin Kazan,,
2024-04-14,20:00 (19:00),Premier League,Matchweek 24,Sun,Away,L,0,2,Samara,60,7909,Igor Vujačić,3-4-3,4-4-2,Roman Galimov,Match Report,,12,2,,0,0,2023,Rubin Kazan,,
2024-04-20,14:00,Premier League,Matchweek 25,Sat,Home,D,1,1,Loko Moscow,40,9272,Alyaksandr Martynovich,3-4-3,4-2-3-1,Evgeny Kukulyak,Match Report,,15,4,,0,0,2023,Rubin Kazan,,
2024-04-24,20:30,Premier League,Matchweek 21,Wed,Away,W,2,0,Zenit,29,13037,Alyaksandr Martynovich,5-4-1,4-2-3-1,Artem Chistyakov,Match Report,,8,5,,0,0,2023,Rubin Kazan,,
2024-04-29,15:15,Premier League,Matchweek 26,Mon,Home,D,1,1,Ural,41,5804,Alyaksandr Martynovich,3-4-3,4-2-3-1,Evgeny Bulanov,Match Report,,5,3,,0,0,2023,Rubin Kazan,,
2024-05-06,20:30,Premier League,Matchweek 27,Mon,Away,D,2,2,CSKA Moscow,39,5740,Alyaksandr Martynovich,3-4-3,3-4-3,Vladislav Bezborodov,Match Report,,13,11,,0,0,2023,Rubin Kazan,,
2024-05-11,14:00,Premier League,Matchweek 28,Sat,Home,W,3,1,Rostov,35,5666,Alyaksandr Martynovich,3-4-3,4-3-3,Artem Lyubimov,Match Report,,14,6,,0,0,2023,Rubin Kazan,,
2024-05-19,14:15,Premier League,Matchweek 29,Sun,Away,L,1,3,Spartak Moscow,48,17881,Alyaksandr Martynovich,3-4-3,3-4-1-2,Vladimir Moskalev,Match Report,,13,7,,0,0,2023,Rubin Kazan,,
2024-05-25,16:30,Premier League,Matchweek 30,Sat,Home,D,1,1,Sochi,34,7399,Igor Vujačić,3-4-3,4-3-3,Egor Egorov,Match Report,,10,2,,0,0,2023,Rubin Kazan,,
2023-07-22,20:00,Premier League,Matchweek 1,Sat,Away,W,2,1,Akhmat Grozny,39,4777,Aleksandr Soldatenkov,4-4-2,4-4-2,Sergey Karasev,Match Report,,10,5,,0,0,2023,Samara,,
2023-07-29,16:00 (15:00),Premier League,Matchweek 2,Sat,Home,D,3,3,Dynamo Mosc,53,6189,Aleksandr Soldatenkov,4-4-2,4-2-3-1,Artem Lyubimov,Match Report,,17,7,,1,1,2023,Samara,,
2023-08-05,16:00 (15:00),Premier League,Matchweek 3,Sat,Home,W,5,1,Rostov,35,6125,Aleksandr Soldatenkov,4-2-3-1,4-3-3,Sergey Karasev,Match Report,,11,7,,1,1,2023,Samara,,
2023-08-12,15:00,Premier League,Matchweek 4,Sat,Away,D,1,1,Loko Moscow,49,6763,Aleksandr Soldatenkov,4-2-3-1,4-2-3-1,Pavel Kukuyan,Match Report,,20,8,,0,1,2023,Samara,,
2023-08-18,19:30,Premier League,Matchweek 5,Fri,Away,L,1,2,Rubin Kazan,59,5575,Aleksandr Soldatenkov,4-2-3-1,5-3-2,Sergey Cyganok,Match Report,,7,3,,0,0,2023,Samara,,
2023-08-27,17:30,Premier League,Matchweek 6,Sun,Home,W,2,1,FC Baltika Kaliningrad,47,6890,Aleksandr Soldatenkov,4-2-3-1,5-3-2,Sergey Ivanov,Match Report,,9,3,,0,0,2023,Samara,,
